sha,message,author,committer,url,total_changes,organization,repository
d10eaa3653d1b15192f383c7e1cd0c92c2f7ea70,fix(geodatafusion-flatgeobuf): make `http-range-client` dependency non-optional (#1292),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/d10eaa3653d1b15192f383c7e1cd0c92c2f7ea70,2,geoarrow,geoarrow-rs
7b1b003993372d050b3498f1d984c8c629787713,chore(python): Bump to 0.5.0-beta.2 (#1291),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/7b1b003993372d050b3498f1d984c8c629787713,8,geoarrow,geoarrow-rs
b4eed886bacd5b7fa682cf15e923abc3b22cc303,fix(geoarrow-rust-io): Turn off flatgeobuf default features to fix building without openssl (#1290),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/b4eed886bacd5b7fa682cf15e923abc3b22cc303,139,geoarrow,geoarrow-rs
b46c0fe07d33f0e526b2d147a2091df49375d052,feat(geoarrow-rust-core): Add `get_type_id` to infer geometry types from array (#1280),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/b46c0fe07d33f0e526b2d147a2091df49375d052,353,geoarrow,geoarrow-rs
a1b66eaf41d38276f552eb6a73c98d30ebcbc1f2,docs: Use `doc_auto_cfg` feature (#1289),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/a1b66eaf41d38276f552eb6a73c98d30ebcbc1f2,103,geoarrow,geoarrow-rs
6a3c7e9072e0368d59a366e75fcd2b321c0f779d,chore(python): Bump to 0.5.0-beta.1 (#1288),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/6a3c7e9072e0368d59a366e75fcd2b321c0f779d,8,geoarrow,geoarrow-rs
cf542651da8d2044d411e9ef0037dd5718159d4b,chore: Remove more old `geoarrow` crate code (#1287),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/cf542651da8d2044d411e9ef0037dd5718159d4b,3451,geoarrow,geoarrow-rs
42e75f3fcc97d500d43dca90c056e8caf534f348,fix(geoarrow-flatgeobuf): Fix calculation of `num_rows_remaining` to allocate record batch builders correctly (#1286),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/42e75f3fcc97d500d43dca90c056e8caf534f348,23,geoarrow,geoarrow-rs
0159142f405ca542237ef77e3568beecdeb43a4a,test(geoarrow-flatgeobuf): More tests for FlatGeobuf writer (#1285),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/0159142f405ca542237ef77e3568beecdeb43a4a,363,geoarrow,geoarrow-rs
95a805b976ee42923016addd2f5fe707b06f278f,chore: fix for clippy 1.89 (#1284),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/95a805b976ee42923016addd2f5fe707b06f278f,4,geoarrow,geoarrow-rs
5e3986b024b6cc93cd763218d16e2aa619a26dce,fix(geoarrow-python-io): Release GIL when blocking tokio runtime (#1281),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/5e3986b024b6cc93cd763218d16e2aa619a26dce,180,geoarrow,geoarrow-rs
58dda26d56be2626551713c38a64cae7a8ec528b,"feat(python, geoarrow-rust-io): Add `read_flatgeobuf`, `read_flatgeobuf_async`, `write_flatgeobuf` (#1279)",Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/58dda26d56be2626551713c38a64cae7a8ec528b,1168,geoarrow,geoarrow-rs
8534721ea4143684ba688fe439f8d4fdcbd1bba5,feat(geodatafusion): Add aliases for WKT and WKB functions (#1278),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/8534721ea4143684ba688fe439f8d4fdcbd1bba5,101,geoarrow,geoarrow-rs
e5444c749f8e612d9b9fcc91528545a35061f78f,fix(geoarrow-array): Fix `num_bytes` calculations for non-XY dimensions (#1277),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/e5444c749f8e612d9b9fcc91528545a35061f78f,95,geoarrow,geoarrow-rs
703eb86208116e225066827b5b941110b9b6c3c6,refactor(geoarrow-flatgeobuf): Improved API for passing in or inferring schema (#1272),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/703eb86208116e225066827b5b941110b9b6c3c6,1055,geoarrow,geoarrow-rs
b771e889114141a9a3d382e126cccd2fd53f12de,feat(geoarrow-schema)!: Better distinction of creating GeoArrowType depending on extension metadata (#1275),Kyle Barron,GitHub,https://github.com/geoarrow/geoarrow-rs/commit/b771e889114141a9a3d382e126cccd2fd53f12de,251,geoarrow,geoarrow-rs
